Minerali,per porzione,% RDA
Calcio,"2,9 mg","0,3 %"
Rame,"< 0,1 mg","0,5 %"
Ferro,"< 0,1 mg","0,4 %"
Magnesio,"2,0 mg","0,7 %"
Manganese,"< 0,1 mg","1,0 %"
Fosforo,"5,7 mg","0,8 %"
Potassio,"38,9 mg","1,9 %"
Selenio,"< 0,1 mg","0,3 %"
Zinco,"< 0,1 mg","0,5 %"
