Minerali,per porzione,% RDA
Calcio,"85,0 mg","8,5 %"
Rame,"0,2 mg","15,6 %"
Ferro,"2,9 mg","19,3 %"
Magnesio,"19,6 mg","6,5 %"
Manganese,"0,5 mg","24,6 %"
Fosforo,"32,7 mg","4,7 %"
Potassio,"78,5 mg","3,9 %"
Selenio,"< 0,1 mg","22,2 %"
Zinco,"0,6 mg","8,4 %"
