Minerali,per porzione,% RDA
Calcio,"202,2 mg","20,2 %"
Rame,"< 0,1 mg","0,7 %"
Ferro,"0,1 mg","0,9 %"
Magnesio,"7,2 mg","2,4 %"
Manganese,"< 0,1 mg","0,2 %"
Fosforo,"135,3 mg","19,3 %"
Potassio,"40,8 mg","2,0 %"
Selenio,"< 0,1 mg","14,5 %"
Zinco,"0,8 mg","11,1 %"
