,0,1,2,3,4,5
1,"Categoria merceologica: 2009 - verdure a frutto e a fiore (sedano, finocchi, cardi, carciofi, peperoni, etc)",,,,,
2,Componenti Alimentari,Valore,Fonte,Codice,Classe,Note
3,Contenuti in 100 g / unità,,,,,
4,COMPONENTI PRINCIPALI,,,,,
5,"Parte edibile, %",100,02,392,,
6,"Energia, ricalcolata, kJ",87,86,,,
7,"Energia, Ric con fibra, kJ",94,86,,,
8,"Energia, ricalcolata, kcal",21,86,,,
9,"Energia, Ric con fibra, kcal",22,86,,,
10,"Proteine totali, g",1.2,02,392,,
11,"Proteine animali, g",0.0,02,392,,
12,"Proteine vegetali, g",1.2,02,392,,
13,"Lipidi totali, g",0.5,02,392,,
14,"Lipidi animali, g",0.0,02,392,,
15,"Lipidi vegetali, g",0.5,02,392,,
16,"Colesterolo, mg",0,02,392,,
17,"Carboidrati disponibili (MSE), g",3.0,02,392,,
18,"Amido (MSE), g",0.0,02,392,,
19,"Carboidrati solubili (MSE), g",3.0,02,392,,
20,"Fibra alimentare totale, g",0.9,02,392,,
21,"Alcol, g",0.0,02,392,,
22,"Acqua, g",94.7,02,392,,
23,MINERALI ed ELEMENTI IN TRACCIA,,,,,
24,"Ferro, mg",0.2,02,392,,
25,"Calcio, mg",9,02,392,,
26,"Sodio, mg",9,02,392,,
27,"Potassio, mg",230,02,392,,
28,"Fosforo, mg",24,02,392,,
29,"Zinco, mg",0.27,03,6045,,RIPR Zn=0.3mg acqua=94g
30,VITAMINE IDROSOLUBILI,,,,,
31,"Vitamina B1, Tiamina, mg",tr,02,392,,
32,"Vitamina B2, Riboflavina, mg",tr,02,392,,
33,"Vitamina C, mg",18,02,392,,
34,"Niacina, mg",0.80,02,392,,
35,"Vitamina B6, mg",0.10,09,387,,per i nutrienti 09/387 RIPR acqua=94g vit B6=0.11mg
36,"Folati totali, µg",10,09,387,,folati=11mcg
37,VITAMINE LIPOSOLUBILI,,,,,
38,Retinolo equivalente,,,,,
39,"Retinolo eq. (RE), µg",80,02,392,,
40,"Retinolo, µg",0,02,392,,
41,"ß-carotene eq., µg",480,02,392,,CALC
42,"Vitamina E (ATE), mg",1.08,09,387,,vitE=1.22mg
43,"Vitamina D, µg",0.00,02,392,,
44,ACIDI GRASSI,,,,,
45,"Acidi grassi saturi totali, g",0.07,21,11535,,"RIPR riferito a Tomatoes, red, ripe, canned lip=0.16g saturi=0.023g 18:1=0.024g mono=0.024g 18:2=0.063g 18:3=0.003g altri PUFA=0 PUFA=0.066g"
46,"Acidi grassi monoinsaturi totali, g",0.08,21,11535,,
47,"Acido oleico, g",0.08,21,11535,,
48,"Acidi grassi polinsaturi totali, g",0.21,21,11535,,
49,"Acido linoleico, g",0.20,21,11535,,
50,"Acido linolenico, g",0.01,21,11535,,
51,"Altri acidi grassi polinsaturi, g",0.00,86,,,
