0,1
Grassi saturi totali,19.31
C4:0\÷C10:0 (laurico),3.19
C12:0 (laurico),1.17
C14:0 (miristico),3.49
C16:0 (palmitico),8.42
C18:0 (stearico),3.04
C20:0 (arachidico),0.00
C22:0 (beenico),0.00
Grassi monoinsaturi totali,7.92
C14:1 (miristoleico),0.00
C16:1 (palmitoleico),
C18:1 (oleico),7.88
C20:1 (eicosaenoico),0.00
C22:1 (erucico),0.00
Grassi polinsaturi totali,2.13
C18:2 W6 (linoleico),1.29
C18:3 W3 (linolenico),0.84
C20:4 W6 (arachidonico),0.00
C20:5 W3 (eicosapentaenoico - EPA),0.00
C22:6 W3 (docosaesaenoico - DHA),0.00
Rapporto Polinsaturi/Saturi,0.10
