Informazioni nutrizionali,Come vendutoper 100 g / 100 ml,Come vendutoper porzione (310 g)
Grassi,"1,5 g","4,65 g"
- Acidi Grassi saturi,"0,2 g","0,62 g"
Carboidrati,"2,4 g","7,44 g"
- Zuccheri,"0,5 g","1,55 g"
Fibra alimentare,"1,8 g","5,58 g"
Proteine,"0,7 g","2,17 g"
Sale,"0,88 g","2,73 g"
Sodio,"0,346 g","1,07 g"
Nutrition score - France,1,1
Nutri-Score,B,B
