,0,1,2
1,Parte edibile (%):,76,
2,Acqua (g):,64,
3,Proteine (g):,4.4,
4,Lipidi(g):,23,
5,Colesterolo (mg):,0,
6,Carboidrati disponibili (g):,1.8,
7,Amido (g):,tr,
8,Zuccheri solubili (g):,1.8,
9,Fibra totale (g):,3.3,
10,Fibra solubile (g):,,
11,Fibra insolubile (g):,,
12,Alcol (g):,0,
13,Energia (kcal):,231,
14,Energia (kJ):,968,
15,Sodio (mg):,2,
16,Potassio (mg):,450,
17,Ferro (mg):,0.6,
18,Calcio (mg):,13,
19,Fosforo (mg):,44,
20,Magnesio (mg):,,
21,Zinco (mg):,,
22,Rame (mg):,,
23,Selenio (µg):,,
24,Tiamina (mg):,0.09,
25,Riboflavina (mg):,0.12,
26,Niacina (mg):,1.1,
27,Vitamina A retinolo eq. (µg):,14,
28,Vitamina C (mg):,18,
29,Vitamina E (mg):,6.4,
