Valori nutrizionali,per porzione,% RDA
Valore calorico,63 kcal 264 kJ,"3,2 %"
Grassi,"0,1 g","0,2 %"
Grassi saturi,"< 0,1 g","0,1 %"
Grassi monoinsaturi,"< 0,1 g","< 0,1 %"
Grassi polinsaturi,"< 0,1 g","0,4 %"
Carboidrati,"16,4 g","6,1 %"
Zuccheri,"3,1 g","6,2 %"
Proteine,"1,4 g","1,9 %"
Fibre alimentari,"2,8 g","0,9 %"
Colesterolo,"0,0 mg","0,0 %"
Sodio,"< 0,1 g","< 0,1 %"
Acqua,"121,0 g","6,0 %"
