Minerali,per porzione,% RDA
Calcio,"2,7 mg","0,3 %"
Rame,"< 0,1 mg","0,9 %"
Ferro,"0,2 mg","1,4 %"
Magnesio,"1,7 mg","0,6 %"
Manganese,"< 0,1 mg","0,2 %"
Fosforo,"14,6 mg","2,1 %"
Potassio,"24,5 mg","1,2 %"
Selenio,"< 0,1 mg","11,3 %"
Zinco,"0,3 mg","4,5 %"
