Valori nutrizionali,per porzione,% RDA
Valore calorico,47 kcal 195 kJ,"2,3 %"
Grassi,"3,8 g","5,9 %"
Grassi saturi,"1,4 g","6,5 %"
Grassi monoinsaturi,"1,7 g","5,9 %"
Grassi polinsaturi,"0,5 g","3,1 %"
Carboidrati,"0,5 g","0,2 %"
Zuccheri,"0,0 g","0,0 %"
Proteine,"2,5 g","3,4 %"
Fibre alimentari,"0,0 g","0,0 %"
Colesterolo,"8,4 mg","28,0 %"
Sodio,"0,2 g","< 0,1 %"
Acqua,"7,8 g","0,4 %"
