,0,1,2
1,Parte edibile (%):,100,
2,Acqua (g):,82.2,
3,Proteine (g):,0.5,
4,Lipidi(g):,0,
5,Colesterolo (mg):,0,
6,Carboidrati disponibili (g):,16.6,
7,Amido (g):,0,
8,Zuccheri solubili (g):,16.6,
9,Fibra totale (g):,0.7,
10,Fibra solubile (g):,,
11,Fibra insolubile (g):,,
12,Alcol (g):,0,
13,Energia (kcal):,64,
14,Energia (kJ):,269,
15,Sodio (mg):,2,
16,Potassio (mg):,79,
17,Ferro (mg):,0.2,
18,Calcio (mg):,6,
19,Fosforo (mg):,5,
20,Magnesio (mg):,,
21,Zinco (mg):,,
22,Rame (mg):,,
23,Selenio (µg):,,
24,Tiamina (mg):,0.07,
25,Riboflavina (mg):,0.01,
26,Niacina (mg):,0.2,
27,Vitamina A retinolo eq. (µg):,2,
28,Vitamina C (mg):,13,
29,Vitamina E (mg):,,
