Informazioni nutrizionali,Come vendutoper 100 g / 100 ml,Come vendutoper porzione (125 g),Yogurt,Fermented foods,Fermented milk products,Latticini
Grassi,5 g,"6,25 g","+86%2,69 g","-58%11,9 g","-58%11,9 g","-68%15,4 g"
- Acidi Grassi saturi,"3,3 g","4,12 g","+89%1,75 g","-58%7,9 g","-58%7,9 g","-66%9,61 g"
Carboidrati,"15,3 g","19,1 g","+24%12,3 g","+114%7,16 g","+114%7,16 g","+151%6,1 g"
- Zuccheri,"14,3 g","17,9 g","+25%11,4 g","+132%6,16 g","+132%6,16 g","+164%5,42 g"
Fibra alimentare,"1,5 g","1,88 g","+445%0,275 g","+632%0,205 g","+632%0,205 g","+1.028%0,133 g"
Proteine,"3,5 g","4,38 g","-10%3,88 g",-65%10 g,-65%10 g,"-56%7,89 g"
Sale,"0,1 g","0,125 g","-11%0,113 g","-81%0,529 g","-81%0,529 g","-75%0,405 g"
Sodio,"0,039 g","0,049 g","-11%0,044 g","-81%0,208 g","-81%0,208 g","-75%0,159 g"
Calcio,120 mg,150 mg,?,-68%374 mg,-68%374 mg,-55%268 mg
Nutrition score - France,4,4,"+90%2,11","-37%6,32","-37%6,32","-32%5,86"
Nutri-Score,C,C,C,C,C,C
