Minerali,per porzione,% RDA
Calcio,"0,9 mg","< 0,1 %"
Rame,"< 0,1 mg","0,2 %"
Ferro,"< 0,1 mg","< 0,1 %"
Magnesio,"0,8 mg","0,3 %"
Manganese,"< 0,1 mg","0,2 %"
Fosforo,"1,7 mg","0,2 %"
Potassio,"14,8 mg","0,7 %"
Selenio,"< 0,1 mg","0,3 %"
Zinco,"< 0,1 mg","0,2 %"
