,0,1,2
1,Parte edibile (%):,96,
2,Acqua (g):,81.9,
3,Proteine (g):,2,
4,Lipidi(g):,0.3,
5,Colesterolo (mg):,0,
6,Carboidrati disponibili (g):,15.7,
7,Amido (g):,14.1,
8,Zuccheri solubili (g):,0.2,
9,Fibra totale (g):,1.4,
10,Fibra solubile (g):,,
11,Fibra insolubile (g):,,
12,Alcol (g):,0,
13,Energia (kcal):,70,
14,Energia (kJ):,291,
15,Sodio (mg):,10,
16,Potassio (mg):,318,
17,Ferro (mg):,0.6,
18,Calcio (mg):,10,
19,Fosforo (mg):,54,
20,Magnesio (mg):,38,
21,Zinco (mg):,1.52,
22,Rame (mg):,0.22,
23,Selenio (µg):,1,
24,Tiamina (mg):,0.12,
25,Riboflavina (mg):,0.03,
26,Niacina (mg):,2.4,
27,Vitamina A retinolo eq. (µg):,tr,
28,Vitamina C (mg):,28,
29,Vitamina E (mg):,,
