Valori nutrizionali,per porzione,% RDA
Valore calorico,275 kcal 1.149 kJ,"13,7 %"
Grassi,"17,6 g","27,1 %"
Grassi saturi,"5,2 g","23,5 %"
Grassi monoinsaturi,"6,3 g","21,6 %"
Grassi polinsaturi,"3,2 g","21,6 %"
Carboidrati,"21,8 g","8,1 %"
Zuccheri,"1,6 g","3,3 %"
Proteine,"7,3 g","9,9 %"
Fibre alimentari,"0,0 g","0,0 %"
Colesterolo,"24,4 mg","81,3 %"
Sodio,"2,1 g","0,4 %"
Acqua,"252,4 g","12,6 %"
