Valori nutrizionali,per porzione,% RDA
Valore calorico,258 kcal 1.082 kJ,"12,9 %"
Grassi,"10,4 g","16,1 %"
Grassi saturi,"3,8 g","17,2 %"
Grassi monoinsaturi,"4,2 g","14,5 %"
Grassi polinsaturi,"1,2 g","8,2 %"
Carboidrati,"26,5 g","9,9 %"
Zuccheri,"5,5 g","11,1 %"
Proteine,"14,7 g","20,1 %"
Fibre alimentari,"2,0 g","0,7 %"
Colesterolo,"34,7 mg","115,5 %"
Sodio,"0,5 g","< 0,1 %"
Acqua,"45,5 g","2,3 %"
