,0,1,2
1,Parte edibile (%):,90,
2,Acqua (g):,17.3,
3,Proteine (g):,2.7,
4,Lipidi(g):,0.6,
5,Colesterolo (mg):,0,
6,Carboidrati disponibili (g):,63.1,
7,Amido (g):,0,
8,Zuccheri solubili (g):,63.1,
9,Fibra totale (g):,8.7,
10,Fibra solubile (g):,1.24,
11,Fibra insolubile (g):,7.49,
12,Alcol (g):,0,
13,Energia (kcal):,253,
14,Energia (kJ):,1058,
15,Sodio (mg):,5,
16,Potassio (mg):,750,
17,Ferro (mg):,2.7,
18,Calcio (mg):,69,
19,Fosforo (mg):,65,
20,Magnesio (mg):,,
21,Zinco (mg):,,
22,Rame (mg):,,
23,Selenio (µg):,,
24,Tiamina (mg):,0.08,
25,Riboflavina (mg):,0.15,
26,Niacina (mg):,2.2,
27,Vitamina A retinolo eq. (µg):,5,
28,Vitamina C (mg):,0,
29,Vitamina E (mg):,,
