,0,1,2,3
1,Proteine(%): 5.5,,,
2,Lisina:,210,3.82,
3,Istidina:,116,2.11,
4,Arginina:,243,4.42,
5,Acido aspartico:,402,7.31,
6,Treonina:,208,3.78,
7,Serina:,340,6.18,
8,Acido glutamico:,1478,26.87,
9,Prolina:,433,7.87,
10,Glicina:,192,3.49,
11,Alanina:,239,4.35,
12,Cistina:,174,3.16,
13,Valina:,319,5.8,
14,Metionina:,120,2.18,
15,Isoleucina:,261,4.75,
16,Leucina:,450,8.18,
17,Tirosina:,193,3.51,
18,Fenilalanina:,295,5.36,
19,Triptofano:,71,1.29,
20,Indice Chimico:,66,,
21,Aminoacido limitante:,Lis.,,
