,0,1,2,3,4,5
1,Note Alimento: vero nome in tabella: alfalfa sprouts,,,,,
2,"Categoria merceologica: 2001 - germogli (soia, bambù), asparagi",,,,,
3,Componenti Alimentari,Valore,Fonte,Codice,Classe,Note
4,Contenuti in 100 g / unità,,,,,
5,COMPONENTI PRINCIPALI,,,,,
6,"Parte edibile, %",100,09,148,,
7,"Energia, ricalcolata, kJ",100,86,,,
8,"Energia, Ric con fibra, kJ",114,86,,,
9,"Energia, ricalcolata, kcal",24,86,,,
10,"Energia, Ric con fibra, kcal",27,86,,,
11,"Proteine totali, g",4.0,09,148,,
12,"Proteine animali, g",0.0,09,148,,
13,"Proteine vegetali, g",4.0,09,148,,
14,"Lipidi totali, g",0.7,09,148,,
15,"Lipidi animali, g",0.0,09,148,,
16,"Lipidi vegetali, g",0.7,09,148,,
17,"Colesterolo, mg",0,09,148,,
18,"Carboidrati disponibili (MSE), g",0.4,09,148,,
19,"Amido (MSE), g",tr,09,148,,
20,"Carboidrati solubili (MSE), g",0.3,09,148,,
21,"Fibra alimentare totale, g",1.7,09,148,,metodo Englyst
22,"Alcol, g",0.0,09,148,,
23,"Acqua, g",93.4,09,148,,
24,MINERALI ed ELEMENTI IN TRACCIA,,,,,
25,"Ferro, mg",1.0,09,148,,
26,"Calcio, mg",32,09,148,,
27,"Sodio, mg",6,09,148,,
28,"Potassio, mg",79,09,148,,
29,"Fosforo, mg",70,09,148,,
30,"Zinco, mg",0.90,09,148,,
31,VITAMINE IDROSOLUBILI,,,,,
32,"Vitamina B1, Tiamina, mg",0.04,09,148,,
33,"Vitamina B2, Riboflavina, mg",0.06,09,148,,
34,"Vitamina C, mg",2,09,148,,
35,"Niacina, mg",0.50,09,148,,
36,"Vitamina B6, mg",0.03,09,148,,
37,"Folati totali, µg",36,09,148,,
38,VITAMINE LIPOSOLUBILI,,,,,
39,Retinolo equivalente,,,,,
40,"Retinolo eq. (RE), µg",16,09,148,,CALC
41,"Retinolo, µg",0,09,148,,
42,"ß-carotene eq., µg",96,09,148,,
43,"Vitamina E (ATE), mg",0.01,21,11001,,RIPR acqua=91.44g vit E=0.02mg
44,"Vitamina D, µg",0.00,09,148,,
45,ACIDI GRASSI,,,,,
46,"Acidi grassi saturi totali, g",0.07,21,11001,,non RIPR lipidi coincidenti
47,"Acidi grassi monoinsaturi totali, g",0.06,21,11001,,
48,"Acido oleico, g",0.06,21,11001,,
49,"Acidi grassi polinsaturi totali, g",0.41,21,11001,,
50,"Acido linoleico, g",0.23,21,11001,,
51,"Acido linolenico, g",0.18,21,11001,,
52,"Altri acidi grassi polinsaturi, g",0.00,86,,,
