Valori nutrizionali,per porzione,% RDA
Valore calorico,338 kcal 1.415 kJ,"16,9 %"
Grassi,"4,2 g","6,5 %"
Grassi saturi,"0,7 g","3,2 %"
Carboidrati,"50,1 g","18,7 %"
Zuccheri,"2,7 g","5,4 %"
Proteine,"13,2 g","18,1 %"
Sale,"< 0,1 g","0,5 %"
Fibre alimentari,"23,5 g","7,8 %"
