Informazioni nutrizionali,Come vendutoper 100 g / 100 ml,Come vendutoper porzione (33 cl),Birra,Bevande alcoliche,Bevande
Grassi,?,?,?,?,"0,527 g"
Carboidrati,?,?,?,?,"9,03 g"
Proteine,?,?,?,?,"0,745 g"
Alcol,"4,5 % vol","4,5 % vol","-26%6,1 % vol","-53%9,66 % vol","-47%8,48 % vol"
