0,1,2
Calorie,kcal,113.0
Calorie,kj,473.0
Grassi,g,3.48
Carboidrati,g,0.0
Proteine,g,19.15
Acqua,g,76.92
Ceneri,g,1.04
Minerali,,
Calcio,mg,20.0
Sodio,mg,84.0
Fosforo,mg,191.0
Potassio,mg,314.0
Ferro,mg,0.76
Magnesio,mg,21.0
Zinco,mg,3.99
Rame,mg,0.07400000000000001
Manganese,mg,0.009000000000000001
Selenio,mcg,7.9
Vitamine,,
Tiamina (Vit. B1),mg,0.079
Riboflavina (Vit. B2),mg,0.268
Niacina (Vit. B3),mg,7.457999999999999
Acido Pantotenico (Vit. B5),mg,1.291
Piridossina (Vit. B6),mg,0.43700000000000006
Acido folico (Vit. B9 o M o Folacina),mcg,0.0
Folato alimentare,mcg,15.0
"Folato, DFE",mcg_DFE,15.0
"Folati, totali",mcg,15.0
Cobalamina (Vit. B12),mcg,1.36
Zuccheri,,
Lipidi,,
"Acidi grassi, monoinsaturi",g,1.2570000000000001
"Acidi grassi, polinsaturi",g,0.363
"Acidi grassi, saturi",g,1.06
Colesterolo,mg,75.0
Grassi saturi,,
10:0,g,0.001
12:0,g,0.013000000000000001
14:0,g,0.12
16:0,g,0.581
18:0,g,0.324
Grassi monoinsaturi,,
16:1 indifferenziato,g,0.122
18:1 indifferenziato,g,1.089
20:1,g,0.006999999999999999
Grassi polinsaturi,,
18:2 indifferenziato,g,0.26899999999999996
18:3 indifferenziato,g,0.013999999999999999
20:4 indifferenziato,g,0.07400000000000001
Aminoacidi,,
Acido aspartico,g,1.65
Acido glutammico,g,3.03
Alanina,g,1.14
Arginina,g,1.127
Cistina,g,0.217
Fenilalanina,g,0.772
Glicina,g,0.983
Isoleucina,g,0.943
Istidina,g,0.695
Leucina,g,1.5219999999999998
Lisina,g,1.578
Metionina,g,0.447
Prolina,g,0.799
Serina,g,0.7170000000000001
Tirosina,g,0.61
Treonina,g,0.836
Triptofano,g,0.193
Valina,g,1.057
Altro,,
