0,1,2
Calorie,kcal,187.0
Calorie,kj,782.0
Grassi,g,6.02
Carboidrati,g,0.0
Proteine,g,31.01
Fibre,g,0.0
Acqua,g,61.79
Ceneri,g,0.94
Minerali,,
Calcio,mg,20.0
Sodio,mg,74.0
Fosforo,mg,175.0
Potassio,mg,267.0
Ferro,mg,2.27
Magnesio,mg,23.0
Zinco,mg,8.66
Rame,mg,0.129
Manganese,mg,0.027999999999999997
Selenio,mcg,35.3
Vitamine,,
Retinolo (Vit. A),mcg,0.0
"Vitamina A, IU",IU,0.0
"Vitamina A, RAE",mcg_RAE,0.0
Tiamina (Vit. B1),mg,0.04
Riboflavina (Vit. B2),mg,0.19
Niacina (Vit. B3),mg,5.07
Acido Pantotenico (Vit. B5),mg,0.63
Piridossina (Vit. B6),mg,0.11
Acido folico (Vit. B9 o M o Folacina),mcg,0.0
Folato alimentare,mcg,19.0
"Folato, DFE",mcg_DFE,19.0
"Folati, totali",mcg,19.0
Cobalamina (Vit. B12),mcg,2.26
Acido ascorbico (Vit. C),mg,0.0
Alpha-tocoferolo (Vit. E),mg,0.2
Zuccheri,,
Lipidi,,
"Acidi grassi, monoinsaturi",g,2.64
"Acidi grassi, polinsaturi",g,0.39
"Acidi grassi, saturi",g,2.15
Colesterolo,mg,104.0
Grassi saturi,,
10:0,g,0.01
12:0,g,0.02
14:0,g,0.19
16:0,g,1.16
18:0,g,0.74
Grassi monoinsaturi,,
16:1 indifferenziato,g,0.18
18:1 indifferenziato,g,2.44
Grassi polinsaturi,,
18:2 indifferenziato,g,0.32
18:3 indifferenziato,g,0.04
20:4 indifferenziato,g,0.04
Aminoacidi,,
Acido aspartico,g,2.73
Acido glutammico,g,4.5
Alanina,g,1.865
Arginina,g,1.8419999999999999
Cistina,g,0.37
Fenilalanina,g,1.262
Glicina,g,1.515
Isoleucina,g,1.496
Istidina,g,0.982
Leucina,g,2.412
Lisina,g,2.739
Metionina,g,0.7959999999999999
Prolina,g,1.301
Serina,g,1.153
Tirosina,g,1.042
Treonina,g,1.327
Triptofano,g,0.36200000000000004
Valina,g,1.673
Altro,,
