Minerali,per porzione,% RDA
Calcio,"3,7 mg","0,4 %"
Rame,"< 0,1 mg","2,4 %"
Ferro,"0,5 mg","3,0 %"
Magnesio,"6,8 mg","2,3 %"
Manganese,"< 0,1 mg","0,3 %"
Fosforo,"47,9 mg","6,8 %"
Potassio,"62,6 mg","3,1 %"
Selenio,"< 0,1 mg","19,3 %"
Zinco,"0,9 mg","12,9 %"
