0,1
Grassi saturi totali,10.98
C4:0\÷C10:0 (laurico),0.00
C12:0 (laurico),0.00
C14:0 (miristico),0.46
C16:0 (palmitico),6.57
C18:0 (stearico),3.95
C20:0 (arachidico),0.00
C22:0 (beenico),0.00
Grassi monoinsaturi totali,15.10
C14:1 (miristoleico),0.00
C16:1 (palmitoleico),0.90
C18:1 (oleico),13.78
C20:1 (eicosaenoico),0.42
C22:1 (erucico),0.00
Grassi polinsaturi totali,4.69
C18:2 W6 (linoleico),4.05
C18:3 W3 (linolenico),0.29
C20:4 W6 (arachidonico),0.35
C20:5 W3 (eicosapentaenoico - EPA),
C22:6 W3 (docosaesaenoico - DHA),
Rapporto Polinsaturi/Saturi,0.40
