Valori nutrizionali,per porzione,% RDA
Valore calorico,17 kcal 73 kJ,"0,9 %"
Grassi,"0,2 g","0,3 %"
Grassi saturi,"0,0 g","0,0 %"
Grassi monoinsaturi,"0,0 g","0,0 %"
Grassi polinsaturi,"0,0 g","0,0 %"
Carboidrati,"1,9 g","0,7 %"
Zuccheri,"1,1 g","2,2 %"
Proteine,"2,2 g","3,0 %"
Fibre alimentari,"0,0 g","0,0 %"
Colesterolo,"0,0 mg","0,0 %"
Sodio,"0,8 g","0,1 %"
Acqua,"235,9 g","11,8 %"
