0,1
Grassi saturi totali,5.72
C4:0\÷C10:0 (laurico),0.00
C12:0 (laurico),0.00
C14:0 (miristico),0.28
C16:0 (palmitico),3.71
C18:0 (stearico),1.73
C20:0 (arachidico),0.00
C22:0 (beenico),0.00
Grassi monoinsaturi totali,9.44
C14:1 (miristoleico),0.00
C16:1 (palmitoleico),0.59
C18:1 (oleico),8.40
C20:1 (eicosaenoico),0.45
C22:1 (erucico),0.00
Grassi polinsaturi totali,3.91
C18:2 W6 (linoleico),3.13
C18:3 W3 (linolenico),0.16
C20:4 W6 (arachidonico),0.39
C20:5 W3 (eicosapentaenoico - EPA),0.05
C22:6 W3 (docosaesaenoico - DHA),0.18
Rapporto Polinsaturi/Saturi,0.70
