Informazioni nutrizionali,Come vendutoper 100 g / 100 ml,Come vendutoper porzione (80 g),Dry pasta,Pastas,Cereals and their products,Cereali e patate,Cibi a base vegetale,Cibi e bevande a base vegetale
Grassi,"1,3 g","1,04 g","-29%1,82 g","-41%2,19 g","-75%5,26 g","-79%6,21 g","-88%10,7 g","-86%9,61 g"
- Acidi Grassi saturi,"0,5 g","0,4 g","+15%0,436 g","-14%0,583 g","-65%1,41 g","-70%1,68 g","-79%2,35 g","-76%2,11 g"
Carboidrati,"77,9 g","62,3 g","+8%72,1 g","+20%64,7 g","+29%60,4 g","+30%59,9 g","+64%47,6 g","+77%43,9 g"
- Zuccheri,"0,4 g","0,32 g","-85%2,71 g","-86%2,89 g","-95%7,6 g","-94%6,57 g","-95%8,57 g","-95%8,8 g"
Proteine,"7,5 g",6 g,"-36%11,7 g",-32%11 g,"-24%9,83 g","-21%9,47 g","-3%7,75 g","+7%6,98 g"
