Informazioni nutrizionali,Come vendutoper 100 g / 100 ml,"Come vendutoper porzione (33,3 g)"
Grassi,35 g,"11,7 g"
- Acidi Grassi saturi,"17,5 g","5,83 g"
Carboidrati,"52,5 g","17,5 g"
- Zuccheri,51 g,17 g
Fibra alimentare,"1,8 g","0,599 g"
Proteine,"5,9 g","1,96 g"
Sale,"0,45 g","0,15 g"
Sodio,"0,177 g","0,059 g"
Nutrition score - France,26,26
Nutri-Score,E,E
