Minerali,per porzione,% RDA
Calcio,"31,5 mg","3,2 %"
Rame,"0,2 mg","19,4 %"
Ferro,"1,4 mg","9,0 %"
Magnesio,"47,3 mg","15,8 %"
Manganese,"0,0 mg","0,0 %"
Fosforo,"60,8 mg","8,7 %"
Potassio,"625,5 mg","31,3 %"
Selenio,"< 0,1 mg","4,5 %"
Zinco,"0,2 mg","3,2 %"
