Valori nutrizionali,per porzione,% RDA
Valore calorico,1.687 kcal 7.065 kJ,"84,4 %"
Grassi,"156,0 g","240,0 %"
Grassi saturi,"68,8 g","312,6 %"
Grassi monoinsaturi,"64,1 g","221,0 %"
Grassi polinsaturi,"12,2 g","81,3 %"
Carboidrati,"0,0 g","0,0 %"
Zuccheri,"0,0 g","0,0 %"
Proteine,"65,9 g","90,2 %"
Fibre alimentari,"0,0 g","0,0 %"
Colesterolo,"344,7 mg","1.149,1 %"
Sodio,"0,3 g","< 0,1 %"
Acqua,"230,4 g","11,5 %"
