Valori nutrizionali,per porzione,% RDA
Valore calorico,239 kcal 999 kJ,"11,9 %"
Grassi,"9,3 g","14,3 %"
Grassi saturi,"1,5 g","6,9 %"
Grassi monoinsaturi,"3,9 g","13,5 %"
Grassi polinsaturi,"3,3 g","22,0 %"
Carboidrati,"37,6 g","14,0 %"
Zuccheri,"0,0 g","0,0 %"
Proteine,"2,2 g","3,1 %"
Fibre alimentari,"0,2 g","< 0,1 %"
Colesterolo,"35,2 mg","117,3 %"
Sodio,"0,2 g","< 0,1 %"
Acqua,"14,1 g","0,7 %"
