Minerali,per porzione,% RDA
Calcio,"250,2 mg","25,0 %"
Rame,"0,3 mg","30,0 %"
Ferro,"4,5 mg","30,0 %"
Magnesio,"100,0 mg","33,3 %"
Manganese,"1,5 mg","73,0 %"
Fosforo,"199,9 mg","28,6 %"
Potassio,"280,2 mg","14,0 %"
Selenio,"< 0,1 mg","46,7 %"
Zinco,"3,0 mg","42,8 %"
