Minerali,per porzione,% RDA
Calcio,"95,7 mg","9,6 %"
Rame,"0,8 mg","79,1 %"
Ferro,"5,1 mg","34,0 %"
Magnesio,"82,9 mg","27,6 %"
Manganese,"3,2 mg","161,7 %"
Fosforo,"172,3 mg","24,6 %"
Potassio,"1.180,3 mg","59,0 %"
Selenio,"< 0,1 mg","14,9 %"
Zinco,"1,2 mg","17,3 %"
