Minerali,per porzione,% RDA
Calcio,"58,2 mg","5,8 %"
Rame,"< 0,1 mg","7,1 %"
Ferro,"1,3 mg","8,9 %"
Magnesio,"17,9 mg","6,0 %"
Manganese,"< 0,1 mg","1,7 %"
Fosforo,"23,2 mg","3,3 %"
Potassio,"156,5 mg","7,8 %"
Selenio,"< 0,1 mg","0,8 %"
Zinco,"0,2 mg","3,2 %"
