Minerali,per porzione,% RDA
Calcio,"81,6 mg","8,2 %"
Rame,"0,0 mg","0,0 %"
Ferro,"10,5 mg","70,2 %"
Magnesio,"0,0 mg","0,0 %"
Manganese,"0,0 mg","0,0 %"
Fosforo,"1.016,1 mg","145,2 %"
Potassio,"1.977,7 mg","98,9 %"
Selenio,"< 0,1 mg","148,2 %"
Zinco,"22,0 mg","314,9 %"
