Valori nutrizionali,per porzione,% RDA
Valore calorico,90 kcal 376 kJ,"4,5 %"
Grassi,"7,8 g","12,1 %"
Grassi saturi,"3,1 g","14,3 %"
Grassi monoinsaturi,"3,7 g","12,6 %"
Grassi polinsaturi,"0,4 g","2,4 %"
Carboidrati,"1,3 g","0,5 %"
Zuccheri,"0,6 g","1,2 %"
Proteine,"3,3 g","4,5 %"
Fibre alimentari,"0,0 g","0,0 %"
Colesterolo,"17,1 mg","57,0 %"
Sodio,"0,3 g","< 0,1 %"
Acqua,"16,6 g","0,8 %"
