Minerali,per porzione,% RDA
Calcio,"68,0 mg","6,8 %"
Rame,"0,4 mg","38,1 %"
Ferro,"4,8 mg","31,8 %"
Magnesio,"81,6 mg","27,2 %"
Manganese,"< 0,1 mg","2,5 %"
Fosforo,"825,6 mg","117,9 %"
Potassio,"1.369,9 mg","68,5 %"
Selenio,"0,1 mg","385,6 %"
Zinco,"12,2 mg","175,0 %"
