Minerali,per porzione,% RDA
Calcio,"10,8 mg","1,1 %"
Rame,"0,3 mg","34,4 %"
Ferro,"1,1 mg","7,3 %"
Magnesio,"16,2 mg","5,4 %"
Manganese,"< 0,1 mg","2,1 %"
Fosforo,"52,5 mg","7,5 %"
Potassio,"282,3 mg","14,1 %"
Selenio,"0,0 mg","0,0 %"
Zinco,"0,3 mg","3,9 %"
