Minerali,per porzione,% RDA
Calcio,"24,7 mg","2,5 %"
Rame,"0,1 mg","13,3 %"
Ferro,"2,2 mg","14,5 %"
Magnesio,"24,7 mg","8,2 %"
Manganese,"0,6 mg","32,2 %"
Fosforo,"81,5 mg","11,6 %"
Potassio,"118,6 mg","5,9 %"
Selenio,"< 0,1 mg","61,8 %"
Zinco,"1,0 mg","14,8 %"
