,0,1,2,3
1,Proteine(%): 32.3,,,
2,Lisina:,250,7.81,
3,Istidina:,112,3.5,
4,Arginina:,147,4.59,
5,Acido aspartico:,305,9.53,
6,Treonina:,156,4.88,
7,Serina:,161,5.03,
8,Acido glutamico:,400,12.51,
9,Prolina:,287,8.98,
10,Glicina:,276,8.64,
11,Alanina:,273,8.53,
12,Cistina:,36,1.14,
13,Valina:,174,5.43,
14,Metionina:,86,2.7,
15,Isoleucina:,137,4.28,
16,Leucina:,250,7.82,
17,Tirosina:,79,2.47,
18,Fenilalanina:,106,3.3,
19,Triptofano:,,,
20,Indice Chimico:,92,,
21,Aminoacido limitante:,Fenil.,,
