0,1
Grassi saturi totali,1.94
C4:0\÷C10:0 (laurico),0.00
C12:0 (laurico),
C14:0 (miristico),0.05
C16:0 (palmitico),0.68
C18:0 (stearico),1.12
C20:0 (arachidico),
C22:0 (beenico),
Grassi monoinsaturi totali,1.05
C14:1 (miristoleico),
C16:1 (palmitoleico),0.13
C18:1 (oleico),0.92
C20:1 (eicosaenoico),
C22:1 (erucico),
Grassi polinsaturi totali,0.75
C18:2 W6 (linoleico),0.32
C18:3 W3 (linolenico),0.07
C20:4 W6 (arachidonico),0.36
C20:5 W3 (eicosapentaenoico - EPA),
C22:6 W3 (docosaesaenoico - DHA),
Rapporto Polinsaturi/Saturi,0.30
