0,1,2
Lisina,999.99,5.40
Istidina,479.00,479.00
Arginina,999.99,5.60
Acido aspartico,999.99,8.62
Treonina,882.00,4.32
Serina,878.00,4.30
Acido glutamico,999.99,10.78
Prolina,974.00,4.77
Glicina,985.00,4.83
Alanina,999.99,5.01
Cistina,214.00,1.05
Valina,999.99,5.50
Metionina,442.00,2.16
Isoleucina,878.00,4.30
Leucina,999.99,8.16
Tirosina,727.00,3.56
Fenilalanina,910.00,4.46
Triptofano,236.00,1.15
Indice chimico,93,
Aminoacido limitante,lisina,
