,0,1,2,3,4,5
1,"Note Alimento: Merluzzo conservato mediante salagione e successivamente essicato in modo naturale o artificiale, questo alimento viene venduto dopo essere stato bagnato.",,,,,
2,Categoria merceologica: 11004 - pesci vertebrati (conservati) e uova di pesce,,,,,
3,Componenti Alimentari,Valore,Fonte,Codice,Classe,Note
4,Contenuti in 100 g / unità,,,,,
5,COMPONENTI PRINCIPALI,,,,,
6,"Parte edibile, %",82,02,1507,,
7,"Energia, ricalcolata, kJ",404,86,,,
8,"Energia, Ric con fibra, kJ",404,86,,,
9,"Energia, ricalcolata, kcal",95,86,,,
10,"Energia, Ric con fibra, kcal",95,86,,,
11,"Proteine totali, g",216,02,1507,,
12,"Proteine animali, g",216,02,1507,,
13,"Proteine vegetali, g",00,02,1507,,
14,"Lipidi totali, g",10,02,1507,,
15,"Lipidi animali, g",10,02,1507,,
16,"Lipidi vegetali, g",00,02,1507,,
17,"Colesterolo, mg",50,02,1507,2,"Merluzzo, crudo"
18,"Carboidrati disponibili (MSE), g",00,02,1507,,
19,"Amido (MSE), g",00,02,1507,,
20,"Carboidrati solubili (MSE), g",00,02,1507,,
21,"Fibra alimentare totale, g",00,02,1507,,
22,"Alcol, g",00,02,1507,,
23,"Acqua, g",756,02,1507,,
24,MINERALI ed ELEMENTI IN TRACCIA,,,,,
25,"Ferro, mg",23,02,1507,,
26,"Calcio, mg",31,02,1507,,
27,"Sodio, mg",2045,25,15018,1,"""Cod, Atlantic, dried and salted"" acqua 16.14g, prot 62.82g, lip 2.37g, Na=7027mg"
28,"Potassio, mg",424,25,15018,1,K=1458mg
29,"Fosforo, mg",562,02,1507,,
30,"Zinco, mg",040,G,12,2,"""Cod, raw"" acqua 80.8g, lip 0.7g, prot 18.3g."
31,"Magnesio, mg",41,AG,15017,2,"""Cod Atlantic canned"" acqua 75,61g, lip 0,86g, prot 22.76g."
32,"Rame, mg",004,AG,15017,2,
33,"Selenio, µg",380,AG,15017,2,
34,"Cloro, mg",76,G,12,2,
35,"Iodio, µg",110,G,12,2,
36,"Manganese, mg",002,AG,15017,2,
37,"Zolfo, mg",200,Y,7050,2,"""Cod, frozen"" acqua 82g, prot 17g, lip 0.7g."
38,VITAMINE IDROSOLUBILI,,,,,
39,"Vitamina B1, Tiamina, mg",005,AO,121450,,
40,"Vitamina B2, Riboflavina, mg",028,AO,121450,,
41,"Vitamina C, mg",0,02,1507,,
42,"Niacina, mg",240,G,12,2,
43,"Vitamina B6, mg",018,G,12,2,
44,"Folati totali, µg",12,G,12,2,
45,"Acido pantotenico, mg",017,AG,15017,2,
46,"Biotina, µg",10,G,12,2,
47,"Vitamina B12, µg",10,AG,15017,2,
48,VITAMINE LIPOSOLUBILI,,,,,
49,Retinolo equivalente,,,,,
50,"Retinolo eq. (RE), µg",0,02,1507,,
51,"Retinolo, µg",0,02,1507,,
52,"ß-carotene eq., µg",0,02,1507,,
53,"Vitamina E (ATE), mg",044,G,12,2,
54,"Vitamina D, µg",tr,G,12,2,
55,ACIDI GRASSI,,,,,
56,"Acidi grassi saturi totali, g",019,AG,15018,3A,"Cod, Atlantic dried and salted lip 2.37AcGrSaturiTot0.46, SommaAcButirrico,caproico,caprilico,caprico0, AcLaurico0, AcMiristico0.03, AcPalmitico0.32, AcStearico0.11, AcArachidico-3, AcBeenico-3, AcGrMonoinsaturiTot0.34, AcMiristoleico-3, AcPalmitoleico0.06, AcOleico0.22, AcEicosenoico0.05, AcErucico0.01, AcGrPolinstauriTot0.8, AcLinoleico0.02, AcLinolenico-2, AcArachidonico0.08, AcEicosapentaenoico(EPA)0.01, AcDecosaesaenoico(DHA)0.42, AltriAcGrPolinsaturi0.04"
57,"Somma degli acidi butirrico, caproico, caprilico e caprico, g",000,AG,15018,3A,
58,"Acido laurico, g",000,AG,15018,3A,
59,"Acido miristico, g",001,AG,15018,3A,
60,"Acido palmitico, g",014,AG,15018,3A,
61,"Acido stearico, g",005,AG,15018,3A,
62,"Acidi grassi monoinsaturi totali, g",014,AG,15018,3A,
63,"Acido palmitoleico, g",003,AG,15018,3A,
64,"Acido oleico, g",009,AG,15018,3A,
65,"Acidi eicosenoico, g",002,AG,15018,3A,
66,"Acido erucico, g",000,AG,15018,3A,
67,"Acidi grassi polinsaturi totali, g",034,AG,15018,3A,
68,"Acido linoleico, g",001,AG,15018,3A,
69,"Acido linolenico, g",tr,AG,15018,3A,
70,"Acido arachidonico, g",003,AG,15018,3A,
71,"Acido eicosapentaenoico (EPA), g",000,AG,15018,3A,
72,"Acido decosaesaenoico (DHA), g",018,AG,15018,3A,
73,"Altri acidi grassi polinsaturi, g",012,86,,,
74,AMINOACIDI,,,,,
75,"Triptofano, mg",248,AA,121410,3A,"""Merluzzo""prot. orig.17,trypto195, threon900, isoleu816, leucine1484, lysine1775, methion588, cystine204, phenilal880, tyrosine682, valine910, arginine1147, histidine512, alanine1161, aspart ac1860, glutam ac2751, glycine813, proline682, serine868"
76,"Treonina, mg",1144,AA,121410,,
77,"Isoleucina, mg",1037,AA,121410,,
78,"Leucina, mg",1886,AA,121410,,
79,"Lisina, mg",2255,AA,121410,,
80,"Metionina, mg",747,AA,121410,,
81,"Cistina, mg",259,AA,121410,,
82,"Fenilalanina, mg",1118,AA,121410,,
83,"Tirosina, mg",867,AA,121410,,
84,"Valina, mg",1156,AA,121410,,
85,"Arginina, mg",1457,AA,121410,,
86,"Istidina, mg",651,AA,121410,,
87,"Alanina, mg",1475,AA,121410,,
88,"Acido aspartico, mg",2363,AA,121410,,
89,"Acido glutammico, mg",3495,AA,121410,,
90,"Glicina, mg",1033,AA,121410,,
91,"Prolina, mg",867,AA,121410,,
92,"Serina, mg",1103,AA,121410,,
93,ZUCCHERI,,,,,
94,"Glucosio, g",00,02,1507,,
95,"Fruttosio, g",00,02,1507,,
96,"Galattosio, g",00,02,1507,,
97,"Saccarosio (MSE), g",00,02,1507,,
98,"Maltosio (MSE), g",00,02,1507,,
99,"Lattosio (MSE), g",00,02,1507,,
