Minerali,per porzione,% RDA
Calcio,"40,8 mg","4,1 %"
Rame,"0,5 mg","49,2 %"
Ferro,"4,3 mg","28,8 %"
Magnesio,"164,4 mg","54,8 %"
Manganese,"4,9 mg","244,0 %"
Fosforo,"428,4 mg","61,2 %"
Potassio,"435,6 mg","21,8 %"
Selenio,"< 0,1 mg","247,2 %"
Zinco,"3,1 mg","44,6 %"
