Valori nutrizionali,per porzione,% RDA
Valore calorico,408 kcal 1.708 kJ,"20,4 %"
Grassi,"3,0 g","4,6 %"
Grassi saturi,"0,5 g","2,3 %"
Grassi monoinsaturi,"0,3 g","1,2 %"
Grassi polinsaturi,"1,4 g","9,3 %"
Carboidrati,"86,4 g","32,2 %"
Zuccheri,"0,5 g","1,0 %"
Proteine,"15,9 g","21,7 %"
Fibre alimentari,"12,8 g","4,3 %"
Colesterolo,"0,0 mg","0,0 %"
Sodio,"< 0,1 g","< 0,1 %"
Acqua,"12,9 g","0,6 %"
