Minerali,per porzione,% RDA
Calcio,"119,0 mg","11,9 %"
Rame,"0,1 mg","13,8 %"
Ferro,"3,3 mg","22,2 %"
Magnesio,"26,0 mg","8,7 %"
Manganese,"0,4 mg","21,1 %"
Fosforo,"103,0 mg","14,7 %"
Potassio,"131,0 mg","6,6 %"
Selenio,"< 0,1 mg","103,3 %"
Zinco,"0,7 mg","9,7 %"
