Informazioni nutrizionali,Come vendutoper 100 g / 100 ml,Cibi a base vegetale,Cibi e bevande a base vegetale
Grassi,?,"10,7 g","9,61 g"
Carboidrati,?,"47,6 g","43,9 g"
Proteine,?,"7,76 g",7 g
