Valori nutrizionali,per porzione,% RDA
Valore calorico,163 kcal 681 kJ,"8,1 %"
Grassi,"10,9 g","16,8 %"
Grassi saturi,"1,2 g","5,5 %"
Grassi monoinsaturi,"4,8 g","16,6 %"
Grassi polinsaturi,"4,8 g","32,0 %"
Carboidrati,"15,2 g","5,7 %"
Zuccheri,"0,1 g","0,2 %"
Proteine,"2,0 g","2,7 %"
Fibre alimentari,"1,3 g","0,4 %"
Colesterolo,"0,0 mg","0,0 %"
Sodio,"0,1 g","< 0,1 %"
Acqua,"0,7 g","< 0,1 %"
