,0,1,2
0,Composizione chimica,valore per 100g,g/100g Proteine
1,Proteine (%):,"14,70%",
2,Acido aspartico,1507g,10.25
3,Acido glutamico,2333g,15.87
4,Alanina,942g,6.41
5,Aminoacido limitante,0g,ND
6,Arginina,882g,6
7,Cistina,159g,1.08
8,Fenilalanina,569g,3.87
9,Glicina,1061g,7.22
10,Indice chimico,90g,ND
11,Isoleucina,713g,4.85
12,Istidina,464g,3.16
13,Leucina,1207g,8.21
14,Lisina,1189g,8.09
15,Metionina,401g,2.73
16,Prolina,794g,5.40
17,Serina,614g,4.18
18,Tirosina,467g,3.18
19,Treonina,614g,4.18
20,Triptofano,146g,0.99
21,Valina,758g,5.16
