Valori nutrizionali,per porzione,% RDA
Valore calorico,16 kcal 67 kJ,"0,8 %"
Grassi,"0,3 g","0,5 %"
Grassi saturi,"< 0,1 g","0,2 %"
Grassi monoinsaturi,"< 0,1 g","< 0,1 %"
Grassi polinsaturi,"0,2 g","1,0 %"
Carboidrati,"2,9 g","1,1 %"
Zuccheri,"1,3 g","2,6 %"
Proteine,"1,3 g","1,8 %"
Fibre alimentari,"1,6 g","0,5 %"
Colesterolo,"0,0 mg","0,0 %"
Sodio,"0,2 g","< 0,1 %"
Acqua,"65,1 g","3,3 %"
