Minerali,per porzione,% RDA
Calcio,"11,2 mg","1,1 %"
Rame,"< 0,1 mg","1,3 %"
Ferro,"0,2 mg","1,5 %"
Magnesio,"6,3 mg","2,1 %"
Manganese,"< 0,1 mg","4,6 %"
Fosforo,"22,4 mg","3,2 %"
Potassio,"99,4 mg","5,0 %"
Selenio,"< 0,1 mg","1,4 %"
Zinco,"0,1 mg","1,7 %"
