Minerali,per porzione,% RDA
Calcio,"20,1 mg","2,0 %"
Rame,"0,4 mg","36,0 %"
Ferro,"0,7 mg","4,9 %"
Magnesio,"36,3 mg","12,1 %"
Manganese,"1,1 mg","55,5 %"
Fosforo,"78,9 mg","11,3 %"
Potassio,"117,6 mg","5,9 %"
Selenio,"< 0,1 mg","6,0 %"
Zinco,"1,3 mg","19,2 %"
