Minerali,per porzione,% RDA
Calcio,"7,9 mg","0,8 %"
Rame,"< 0,1 mg","4,3 %"
Ferro,"0,5 mg","3,2 %"
Magnesio,"7,9 mg","2,6 %"
Manganese,"< 0,1 mg","0,8 %"
Fosforo,"70,6 mg","10,1 %"
Potassio,"143,3 mg","7,2 %"
Selenio,"< 0,1 mg","32,4 %"
Zinco,"1,2 mg","17,1 %"
