Minerali,per porzione,% RDA
Calcio,"107,9 mg","10,8 %"
Rame,"< 0,1 mg","2,3 %"
Ferro,"0,2 mg","1,4 %"
Magnesio,"6,8 mg","2,3 %"
Manganese,"< 0,1 mg","4,1 %"
Fosforo,"99,8 mg","14,3 %"
Potassio,"35,7 mg","1,8 %"
Selenio,"< 0,1 mg","13,6 %"
Zinco,"0,6 mg","9,1 %"
