Informazioni nutrizionali,Come vendutoper 100 g / 100 ml,Pani,Cereali e patate,Cibi a base vegetale,Cibi e bevande a base vegetale
Grassi,"1,3 g","-84%8,05 g","-79%6,21 g","-88%10,7 g","-86%9,61 g"
- Acidi Grassi saturi,"0,2 g","-91%2,2 g","-88%1,68 g","-91%2,35 g","-91%2,11 g"
Carboidrati,"53,6 g","-9%58,6 g","-11%59,9 g","+13%47,6 g","+22%43,9 g"
- Zuccheri,"4,3 g","+32%3,25 g","-35%6,57 g","-50%8,57 g","-51%8,8 g"
Fibra alimentare,"8,4 g","+81%4,64 g","+78%4,71 g","+93%4,35 g","+108%4,03 g"
Proteine,"9,5 g","+5%9,02 g","0%9,47 g","+23%7,75 g","+36%6,98 g"
Sale,"1,4 g","-20%1,74 g","+91%0,732 g","+136%0,594 g","+162%0,534 g"
Sodio,"0,551 g","-20%0,685 g","+91%0,288 g","+136%0,234 g","+162%0,21 g"
Nutrition score - France,-1,"-113%7,89","-132%3,08","-132%3,1","-126%3,88"
Nutri-Score,A,C,C,C,C
