Informazioni nutrizionali,Come vendutoper 100 g / 100 ml,Dolce,Sugary snacks
Grassi,0 g,"-100%14,8 g","-100%22,2 g"
- Acidi Grassi saturi,0 g,"-100%8,59 g","-100%10,8 g"
Carboidrati,29 g,"-57%66,7 g",-51%59 g
- Zuccheri,9 g,"-77%38,9 g","-66%26,8 g"
Fibra alimentare,"1,8 g",?,"-59%4,39 g"
Proteine,12 g,+140%5 g,"+68%7,15 g"
Sale,0 g,"-100%0,296 g","-100%0,477 g"
Sodio,0 g,"-100%0,117 g","-100%0,188 g"
Nutrition score - France,-4,"-122%17,9","-124%16,7"
Nutri-Score,A,D,D
