Minerali,per porzione,% RDA
Calcio,"27,0 mg","2,7 %"
Rame,"< 0,1 mg","4,5 %"
Ferro,"0,5 mg","3,2 %"
Magnesio,"7,7 mg","2,6 %"
Manganese,"0,2 mg","7,5 %"
Fosforo,"52,7 mg","7,5 %"
Potassio,"45,9 mg","2,3 %"
Selenio,"< 0,1 mg","14,4 %"
Zinco,"0,2 mg","2,8 %"
