Vitamine,per porzione,% RDA
Vitamina A,"0,0 mg","0,0 %"
Vitamina B1,"0,1 mg","13,4 %"
Vitamina B11,"0,0 mg","0,0 %"
Vitamina B12,"< 0,1 mg","14,2 %"
Vitamina B2,"< 0,1 mg","4,9 %"
Vitamina B3,"2,4 mg","15,2 %"
Vitamina B5,"0,3 mg","5,6 %"
Vitamina B6,"0,1 mg","10,6 %"
Vitamina C,"0,0 mg","0,0 %"
Vitamina D,"0,0 mg","0,0 %"
Vitamina E,"0,0 mg","0,0 %"
Vitamina K,"< 0,1 mg","< 0,1 %"
