Valori nutrizionali,per porzione,% RDA
Valore calorico,493 kcal 2.064 kJ,"24,6 %"
Grassi,"26,8 g","41,3 %"
Grassi saturi,"8,3 g","37,8 %"
Grassi monoinsaturi,"7,9 g","27,4 %"
Grassi polinsaturi,"7,4 g","49,2 %"
Carboidrati,"0,0 g","0,0 %"
Zuccheri,"0,0 g","0,0 %"
Proteine,"59,0 g","80,9 %"
Fibre alimentari,"0,0 g","0,0 %"
Colesterolo,"194,7 mg","648,9 %"
Sodio,"1,4 g","0,2 %"
Acqua,"221,7 g","11,1 %"
