Minerali,per porzione,% RDA
Calcio,"12,1 mg","1,2 %"
Rame,"0,2 mg","24,7 %"
Ferro,"1,9 mg","12,9 %"
Magnesio,"74,1 mg","24,7 %"
Manganese,"4,1 mg","206,2 %"
Fosforo,"261,0 mg","37,3 %"
Potassio,"276,5 mg","13,8 %"
Selenio,"< 0,1 mg","81,8 %"
Zinco,"3,8 mg","54,4 %"
