Valori nutrizionali,per porzione,% RDA
Valore calorico,441 kcal 1.845 kJ,"22,0 %"
Grassi,"36,2 g","55,6 %"
Grassi saturi,"6,6 g","29,9 %"
Grassi monoinsaturi,"16,0 g","55,0 %"
Grassi polinsaturi,"12,0 g","80,0 %"
Carboidrati,"1,1 g","0,4 %"
Zuccheri,"1,1 g","2,3 %"
Proteine,"28,3 g","38,7 %"
Fibre alimentari,"0,0 g","0,0 %"
Colesterolo,"17,0 mg","56,5 %"
Sodio,"0,8 g","0,1 %"
Acqua,"42,9 g","2,1 %"
