Informazioni nutrizionali,Come vendutoper 100 g / 100 ml,Come vendutoper porzione (170 g),Yogurt,Fermented foods,Fermented milk products,Latticini
Grassi,"0,4 g","0,68 g","-85%2,69 g","-97%11,9 g","-97%11,9 g","-97%15,4 g"
- Acidi Grassi saturi,"0,1 g","0,17 g","-94%1,75 g","-99%7,9 g","-99%7,9 g","-99%9,61 g"
Carboidrati,"12,9 g","21,9 g","+5%12,3 g","+80%7,16 g","+80%7,16 g","+111%6,1 g"
- Zuccheri,"12,2 g","20,7 g","+7%11,4 g","+98%6,16 g","+98%6,16 g","+125%5,42 g"
Fibra alimentare,0 g,0 g,"-100%0,275 g","-100%0,205 g","-100%0,205 g","-100%0,133 g"
Proteine,"7,8 g","13,3 g","+101%3,88 g",-22%10 g,-22%10 g,"-1%7,89 g"
Sale,"0,2 g","0,34 g","+77%0,113 g","-62%0,529 g","-62%0,529 g","-51%0,405 g"
Sodio,"0,079 g","0,134 g","+77%0,044 g","-62%0,208 g","-62%0,208 g","-51%0,159 g"
"Fruits, vegetables and nuts (estimate from ingredients list)","2,5 %","2,5 %",?,?,?,?
Nutrition score - France,-1,-1,"-147%2,11","-116%6,32","-116%6,32","-117%5,86"
Nutri-Score,A,A,C,C,C,C
