Minerali,per porzione,% RDA
Calcio,"138,0 mg","13,8 %"
Rame,"0,1 mg","10,0 %"
Ferro,"1,7 mg","11,3 %"
Magnesio,"15,0 mg","5,0 %"
Manganese,"0,4 mg","20,1 %"
Fosforo,"94,3 mg","13,5 %"
Potassio,"128,8 mg","6,4 %"
Selenio,"< 0,1 mg","36,0 %"
Zinco,"0,4 mg","5,1 %"
